,id,year_of_birth,height,weight,running_years,time_1km_id,time_5km_id,time_10km_id,time_21km_id,time_42km_id,training_amount,km_amount,speed_training_amount,minute_per_km_speed_training_id,threshold_training_amount,minute_per_km_threshold_training_id,interval_training_amount,minute_per_km_interval_training_id,run_up_training_amount,minute_per_km_run_up_training_id,runway_amount,km_per_runway,minute_per_km_runway_id,other_trainings,other_trainings_amount,other_trainings_time,wellness,wellness_amount,detraining_amount,detraining_days,warmup_id,warmup_time
1869,1870,2001,166,108,3,8,14,12,10,10,3,32,0,13,4,8,7,11,5,11,0,25,12,1,7,75,0,0,5,10,3,15
1870,1871,1968,152,70,19,2,3,1,3,14,5,83,5,2,7,3,7,2,5,1,6,22,4,1,8,90,1,5,2,6,1,20
1871,1872,1987,200,96,15,5,14,7,7,7,5,53,5,6,6,6,4,7,6,6,5,30,9,1,6,45,1,9,4,12,2,10
1872,1873,1978,174,75,20,2,14,1,4,2,3,99,6,3,11,3,8,1,9,2,6,23,5,0,0,0,1,3,4,9,2,10
1873,1874,1992,155,78,3,3,3,3,1,5,6,65,6,3,7,3,11,3,5,3,5,29,4,1,10,90,1,4,1,7,1,15
1874,1875,1988,176,60,4,2,3,12,3,2,5,69,8,1,10,2,11,2,10,3,4,23,4,0,0,0,0,0,5,11,2,10
1875,1876,1988,176,97,7,10,11,11,12,14,2,10,4,8,0,13,6,8,3,8,2,22,12,0,0,0,1,15,5,14,4,15
1876,1877,1971,182,108,8,9,14,9,10,12,4,50,3,8,6,11,5,8,1,8,2,12,12,1,5,90,0,0,4,5,4,5
1877,1878,1983,171,77,19,11,6,6,12,9,2,44,3,5,5,6,8,6,7,5,4,27,8,0,0,0,1,6,2,9,1,10
1878,1879,1983,145,71,10,9,11,9,11,12,2,30,2,8,2,8,3,8,4,8,1,15,10,0,0,0,0,0,5,10,4,5
1879,1880,1977,143,63,18,3,1,1,4,2,6,46,8,1,11,3,12,2,10,2,4,32,6,0,0,0,0,0,2,11,1,5
1880,1881,1977,195,95,10,8,14,8,12,14,4,41,3,11,3,11,5,8,3,8,2,21,12,1,8,45,0,0,4,15,3,15
1881,1882,1986,169,109,6,10,14,12,10,13,4,34,1,11,3,11,6,11,5,11,3,20,12,1,6,90,1,1,4,11,4,10
1882,1883,1991,166,61,1,9,10,11,12,11,4,12,5,8,1,11,4,11,4,11,2,14,10,1,3,45,0,0,3,15,4,20
1883,1884,1969,190,58,17,2,4,2,2,4,7,48,10,2,5,2,10,3,7,3,4,36,4,0,0,0,0,0,2,7,2,15
1884,1885,1984,171,72,17,11,4,12,12,5,6,71,5,1,9,1,12,2,6,2,5,38,6,0,0,0,1,4,3,15,2,15
1885,1886,1982,196,87,7,4,6,12,7,8,5,39,5,6,4,7,9,6,7,6,5,29,7,1,1,90,0,0,4,11,1,5
1886,1887,1981,200,50,19,1,14,4,4,3,5,91,5,1,6,2,6,1,10,3,7,34,5,0,0,0,1,12,2,10,2,20
1887,1888,1974,140,59,13,11,9,7,7,6,2,52,3,5,8,7,9,5,3,7,4,21,7,1,5,60,0,0,3,12,2,20
1888,1889,1978,184,71,19,1,2,3,2,1,6,86,8,1,7,1,12,1,8,3,7,40,4,1,1,75,1,13,5,10,2,5
1889,1890,1993,158,74,13,11,3,3,2,14,5,78,7,2,12,2,8,3,10,2,7,33,5,1,6,75,1,9,2,13,2,15
1890,1891,2001,190,108,2,8,12,8,12,12,3,48,2,8,6,11,5,8,1,11,0,24,10,1,10,45,1,5,2,12,4,5
1891,1892,1999,163,64,8,11,12,10,10,11,3,23,0,13,3,8,3,8,5,8,3,17,10,1,2,30,1,10,1,7,3,5
1892,1893,1979,140,97,7,7,13,12,12,11,4,48,3,11,7,8,5,8,5,11,0,12,12,1,3,75,1,7,1,9,2,20
1893,1894,1975,167,79,1,4,7,12,6,7,5,42,6,7,3,5,7,6,5,5,2,27,9,0,0,0,1,4,1,10,1,5
1894,1895,1993,143,56,15,11,1,3,4,4,4,83,5,2,10,1,9,3,9,2,7,31,4,1,4,30,0,0,3,15,1,20
1895,1896,2002,167,97,10,9,13,12,11,14,1,42,4,11,5,11,3,8,0,13,2,16,10,0,0,0,1,4,2,15,3,20
1896,1897,1971,163,92,5,9,12,8,11,12,3,33,0,13,3,11,6,11,2,11,3,22,12,1,9,30,0,0,3,6,2,15
1897,1898,1984,190,73,3,10,14,12,10,10,2,30,1,11,1,11,2,8,1,8,1,10,10,1,3,30,0,0,5,7,3,20
1898,1899,1973,176,76,10,1,4,4,4,14,5,89,7,2,6,1,12,3,7,2,7,21,4,0,0,0,0,0,3,5,1,15
1899,1900,1973,161,85,11,6,7,12,7,9,4,59,7,7,5,6,10,6,4,6,3,24,9,1,5,60,0,0,1,9,3,5
1900,1901,1995,187,55,12,2,4,4,12,5,4,40,8,3,7,3,8,3,5,3,7,39,4,1,7,75,1,5,1,11,2,10
1901,1902,1970,155,75,8,1,4,4,2,4,7,49,5,2,7,2,6,3,6,3,4,31,4,1,2,60,1,3,3,11,1,15
1902,1903,1998,141,70,5,1,3,4,2,14,6,62,6,2,9,1,6,1,5,3,4,24,5,1,7,90,1,9,1,12,2,5
1903,1904,2000,190,77,18,2,14,12,12,3,4,97,10,2,12,1,10,2,7,2,7,22,6,1,8,45,1,6,4,11,2,10
1904,1905,1969,197,87,8,9,13,10,12,14,1,30,5,11,4,8,4,11,5,8,3,16,12,1,8,90,0,0,4,6,3,15
1905,1906,1979,185,55,5,11,3,4,4,2,3,94,10,2,7,3,11,3,10,3,5,20,4,1,7,45,1,13,5,14,2,10
1906,1907,1994,190,70,0,4,8,7,6,7,4,42,7,6,3,6,9,5,6,5,2,22,7,0,0,0,1,3,5,11,3,15
1907,1908,1972,168,106,2,10,10,11,9,13,4,33,5,11,5,8,2,11,2,8,3,19,10,0,0,0,0,0,2,11,2,10
1908,1909,1981,176,53,14,5,8,12,12,7,2,66,4,6,8,7,7,7,5,6,5,19,7,0,0,0,0,0,4,14,2,5
1909,1910,1975,194,62,13,11,8,7,6,9,2,30,3,7,6,7,9,6,5,6,5,24,9,0,0,0,1,10,4,13,3,20
1910,1911,1998,172,66,7,3,3,3,12,4,7,80,10,2,9,3,9,3,6,2,4,29,5,0,0,0,1,7,2,8,2,5
1911,1912,1977,198,61,12,6,8,7,6,7,3,32,3,5,8,6,10,6,4,6,5,17,9,0,0,0,0,0,2,8,1,5
1912,1913,1990,166,99,8,9,13,8,9,12,1,41,4,11,0,13,5,11,3,8,4,16,12,1,9,45,1,14,3,8,4,5
1913,1914,1989,146,65,6,3,2,2,1,4,7,65,9,1,5,1,7,2,10,1,7,36,5,0,0,0,0,0,4,7,1,20
1914,1915,1979,157,64,20,5,7,6,5,6,2,63,4,7,7,5,7,7,3,6,4,29,7,1,6,75,1,14,4,9,2,20
1915,1916,1978,158,68,16,1,2,12,3,2,7,64,8,3,12,2,8,1,6,1,5,31,5,1,8,75,1,14,3,14,2,5
1916,1917,1998,146,58,12,2,4,1,12,4,3,42,8,1,8,1,10,1,8,1,4,38,5,0,0,0,0,0,5,13,1,5
1917,1918,1983,171,97,3,11,10,12,9,14,4,15,1,11,1,11,5,8,2,11,0,11,10,1,7,30,1,3,4,7,2,15
1918,1919,1978,195,110,10,11,10,10,12,12,1,30,0,13,1,8,5,11,2,11,3,16,10,0,0,0,0,0,3,7,2,10
1919,1920,1998,193,93,15,11,8,5,12,7,3,39,5,6,4,6,9,5,4,6,3,28,7,1,8,90,1,8,5,12,1,10
1920,1921,1997,177,73,7,6,8,12,5,9,5,32,3,6,4,5,7,5,3,6,5,29,8,0,0,0,0,0,5,7,1,20
1921,1922,1983,157,67,11,6,9,12,5,9,4,33,5,5,8,7,5,6,5,5,5,27,7,0,0,0,1,12,2,10,2,15
1922,1923,1986,172,60,10,10,12,8,9,13,2,37,0,13,2,8,6,8,1,8,1,15,10,1,6,30,1,1,4,14,2,15
1923,1924,1972,181,75,1,5,8,6,12,14,5,31,5,6,5,6,10,6,6,6,4,21,9,1,7,90,0,0,2,14,2,10
1924,1925,1998,196,95,7,5,8,7,7,8,2,63,3,5,5,7,4,7,4,5,5,29,9,0,0,0,1,2,5,7,3,5
1925,1926,1987,195,89,9,11,14,5,6,9,5,65,4,5,4,7,4,7,5,6,4,20,9,1,9,90,1,15,5,7,2,15
1926,1927,1994,174,83,4,8,13,11,10,11,2,36,1,8,4,11,6,8,5,11,4,22,10,0,0,0,1,4,2,10,3,5
1927,1928,1969,193,90,1,7,11,11,12,14,2,19,5,8,5,11,2,8,2,8,3,12,12,0,0,0,0,0,4,6,4,10
1928,1929,1987,157,75,14,6,9,7,12,9,3,47,6,5,10,7,6,6,6,6,3,26,7,1,4,75,1,6,3,6,2,10
1929,1930,1987,145,66,6,5,7,5,8,9,5,46,5,6,10,6,9,5,5,7,5,20,9,0,0,0,1,4,2,15,1,20
1930,1931,1976,178,91,2,9,14,11,12,12,1,22,0,13,4,11,3,11,2,11,0,14,10,0,0,0,1,10,4,14,2,15
1931,1932,1969,146,86,8,7,11,12,11,14,4,46,3,11,4,8,2,11,3,11,4,25,12,0,0,0,0,0,4,15,4,10
1932,1933,1981,179,79,1,11,13,9,11,14,3,31,2,11,0,13,2,11,0,13,1,11,10,1,1,45,1,5,4,13,3,10
1933,1934,1972,178,65,14,2,3,1,3,5,6,51,7,1,10,1,7,3,6,3,6,22,6,0,0,0,0,0,3,5,1,10
1934,1935,1981,165,68,5,11,2,12,3,2,7,75,10,3,9,1,9,3,10,2,4,34,5,1,6,45,1,6,4,9,1,15
1935,1936,1978,174,88,11,11,7,12,5,14,4,49,6,7,8,6,5,7,4,5,5,24,7,1,9,75,1,13,1,10,1,15
1936,1937,1995,188,62,19,3,14,2,4,2,5,60,9,2,8,2,12,2,5,2,6,31,4,0,0,0,0,0,5,5,2,20
1937,1938,1984,189,89,2,6,14,12,8,14,2,38,3,6,8,6,6,6,7,7,2,24,8,0,0,0,1,8,4,11,1,15
1938,1939,1992,158,78,5,6,6,6,5,14,3,36,3,5,5,6,10,6,3,5,2,17,7,1,10,30,1,7,4,11,2,5
1939,1940,1971,167,58,19,11,8,12,8,6,5,30,4,5,9,6,7,5,4,7,2,29,9,1,2,30,0,0,3,12,1,20
1940,1941,1976,162,99,7,4,7,7,5,9,4,35,6,6,7,7,5,7,6,7,5,20,7,1,4,90,0,0,3,8,1,5
1941,1942,1968,168,110,9,11,14,10,11,13,4,39,5,8,5,11,3,8,0,13,1,19,10,0,0,0,0,0,5,9,3,20
1942,1943,1999,186,95,4,6,6,5,8,6,3,41,3,7,7,5,6,7,7,6,4,23,7,0,0,0,1,11,5,6,1,5
1943,1944,1987,183,87,9,8,12,9,10,13,1,50,4,11,6,11,4,11,1,8,2,10,10,0,0,0,1,4,3,5,3,10
1944,1945,1990,188,69,15,3,3,3,3,14,5,68,9,3,10,1,8,3,7,2,6,40,5,1,6,60,1,1,2,5,1,20
1945,1946,1993,164,69,20,3,14,2,4,1,6,69,8,2,11,2,12,2,5,2,6,27,4,1,10,60,0,0,5,8,1,15
1946,1947,1992,160,75,8,1,2,3,12,3,6,67,10,2,12,1,8,1,6,2,7,31,5,1,4,90,1,14,4,8,2,20
1947,1948,1989,141,76,1,11,7,6,7,6,3,67,3,6,3,7,5,7,6,7,4,27,9,1,1,30,0,0,1,5,2,5
1948,1949,1994,156,68,4,10,13,10,9,14,2,16,3,11,5,8,2,8,1,8,3,19,12,0,0,0,1,15,3,8,4,15
1949,1950,1982,143,79,7,5,9,6,8,8,3,68,6,6,5,7,10,6,3,7,5,20,8,0,0,0,0,0,5,14,1,15
1950,1951,1974,188,59,13,1,4,1,1,5,3,66,8,3,9,1,10,2,8,2,4,33,6,0,0,0,1,6,5,14,2,20
1951,1952,1975,182,81,4,5,6,12,6,6,2,37,6,5,9,5,5,7,4,5,5,20,9,1,8,90,0,0,2,6,2,10
1952,1953,1974,200,90,6,8,11,8,11,10,1,16,2,8,1,11,5,8,5,11,3,11,10,1,4,60,1,11,1,9,3,5
1953,1954,1974,184,71,10,7,11,10,12,10,4,11,5,11,2,11,5,11,1,11,2,24,12,1,3,90,1,13,2,8,3,20
1954,1955,1990,166,60,3,5,9,5,12,6,4,66,6,7,5,5,8,5,3,6,3,15,7,1,9,60,1,9,3,11,2,10
1955,1956,1990,172,66,13,6,8,12,6,8,3,37,6,5,10,7,7,5,4,7,4,16,7,1,2,75,0,0,4,12,3,20
1956,1957,1993,147,73,18,3,14,12,3,4,3,90,6,2,11,1,10,3,10,3,4,29,6,0,0,0,1,6,2,10,1,20
1957,1958,1996,191,73,20,5,14,6,6,6,4,67,5,5,9,5,10,6,6,5,3,20,7,0,0,0,1,10,5,5,3,15
1958,1959,1986,192,76,5,2,2,4,12,2,6,51,10,1,8,1,6,2,5,1,5,20,4,1,5,60,0,0,2,10,1,20
1959,1960,1973,154,70,18,11,14,3,12,4,5,63,8,1,5,1,6,3,7,1,7,24,4,0,0,0,0,0,2,5,2,20
1960,1961,1978,171,53,11,11,7,6,6,14,4,49,4,5,3,5,6,6,3,7,2,17,9,0,0,0,1,7,1,12,3,15
1961,1962,1998,140,53,20,3,3,4,12,14,3,52,9,1,8,2,11,2,8,3,5,28,4,1,5,45,0,0,4,8,2,10
1962,1963,1978,182,51,8,4,14,6,7,14,5,67,6,5,4,6,4,6,3,6,2,18,7,1,5,75,0,0,3,14,1,10
1963,1964,1985,185,68,7,11,3,12,12,2,7,78,6,2,7,1,7,1,5,2,4,24,4,1,3,90,1,12,3,9,1,5
1964,1965,1987,195,63,8,1,2,3,1,5,3,63,5,1,7,1,10,3,9,2,7,26,4,1,5,90,0,0,4,8,2,15
1965,1966,1976,142,98,1,8,11,10,9,13,2,22,1,8,3,11,3,8,4,8,3,19,10,1,10,90,0,0,3,6,3,5
1966,1967,1989,162,82,10,9,10,8,12,10,1,36,4,8,7,8,7,8,2,8,0,23,12,0,0,0,1,14,1,10,2,10
1967,1968,1990,143,76,4,6,9,12,5,6,2,39,7,5,9,5,8,6,4,5,5,30,8,1,3,90,0,0,4,14,1,20
1968,1969,2002,160,93,6,11,13,12,9,13,1,50,1,8,1,11,5,11,1,11,1,22,10,1,9,45,0,0,5,14,3,20
1969,1970,1986,173,107,7,10,11,11,11,12,4,21,5,8,1,8,3,8,4,11,4,10,10,0,0,0,0,0,5,9,4,5
1970,1971,1990,156,91,3,10,14,9,11,11,3,26,4,11,4,11,2,8,0,13,0,21,12,0,0,0,0,0,5,5,3,20
1971,1972,1997,169,86,8,9,13,11,12,11,3,15,1,8,6,11,3,11,1,8,4,11,10,1,5,60,1,10,5,6,4,20
1972,1973,2000,164,55,17,3,14,3,2,4,3,92,9,1,11,3,7,2,6,1,7,31,6,1,8,75,0,0,5,10,1,10
1973,1974,1980,188,74,19,2,3,2,4,3,3,82,6,1,6,2,11,1,7,2,6,32,5,0,0,0,1,6,3,10,1,15
1974,1975,1974,179,76,9,3,4,3,4,3,6,60,9,2,7,1,11,3,10,2,6,34,4,0,0,0,0,0,5,14,1,20
1975,1976,1980,188,75,11,1,3,2,2,2,5,40,7,2,11,1,10,3,5,3,6,37,4,0,0,0,0,0,5,14,1,20
1976,1977,1982,153,62,8,1,14,4,1,1,3,87,6,2,12,2,10,3,6,1,5,38,4,0,0,0,1,14,1,14,2,10
1977,1978,1986,186,80,2,9,11,10,9,14,3,32,2,8,3,11,5,11,2,11,3,25,10,0,0,0,1,12,5,13,2,10
1978,1979,1999,141,51,20,3,2,12,1,5,6,98,8,2,6,3,9,3,10,1,4,23,5,0,0,0,0,0,2,6,1,20
1979,1980,1974,191,79,8,8,12,11,9,10,1,25,5,11,6,11,7,11,1,11,4,20,10,0,0,0,1,12,5,8,4,15
1980,1981,1994,188,109,4,7,12,11,11,11,1,17,3,8,2,8,2,11,1,8,0,23,10,1,5,30,1,7,5,5,3,10
1981,1982,1985,147,76,7,4,14,6,6,9,5,47,4,7,8,5,5,7,6,7,5,25,8,1,4,75,0,0,2,9,1,10
1982,1983,1987,176,53,1,6,9,12,12,8,5,59,6,5,3,6,4,6,4,6,3,15,8,1,10,60,1,14,2,6,1,10
1983,1984,1994,200,63,10,3,4,12,12,3,6,95,6,2,9,1,6,3,7,2,6,34,6,0,0,0,0,0,3,9,2,10
1984,1985,1973,185,83,1,4,9,6,5,9,4,61,6,7,9,7,4,7,4,7,5,15,9,0,0,0,1,11,4,15,2,10
1985,1986,1980,179,73,13,11,9,7,8,8,4,56,4,6,3,5,6,5,3,7,4,18,7,1,4,75,1,2,3,11,2,5
1986,1987,1983,193,68,4,10,10,11,10,10,4,49,0,13,6,11,7,8,1,11,2,11,12,0,0,0,1,1,1,6,4,10
1987,1988,2000,175,93,2,11,10,11,9,10,2,13,0,13,6,11,4,8,2,11,4,14,12,0,0,0,1,14,4,14,2,20
1988,1989,1985,173,66,2,11,12,10,12,10,2,40,1,8,6,8,5,11,0,13,0,16,12,1,10,90,1,11,3,15,4,15
1989,1990,2002,178,83,3,11,9,12,12,6,2,62,5,6,6,5,6,6,7,7,4,19,9,1,6,45,0,0,4,6,3,5
1990,1991,1981,178,50,17,1,3,2,1,1,7,45,5,3,10,1,11,2,6,3,5,26,5,1,9,45,1,2,5,5,2,10
1991,1992,1988,170,65,3,9,14,12,9,13,3,14,1,11,4,8,4,11,5,8,1,24,12,0,0,0,0,0,4,8,4,10
1992,1993,1994,144,53,5,2,2,4,4,4,6,86,7,1,5,2,7,3,5,1,4,39,4,1,5,75,0,0,5,6,2,20
1993,1994,1988,153,110,3,10,13,8,11,11,4,17,5,8,3,11,3,8,4,8,0,22,10,0,0,0,1,5,3,12,3,5
1994,1995,1969,186,91,14,5,8,5,12,9,4,46,5,6,7,7,6,6,7,5,5,22,8,1,3,90,1,2,4,15,1,5
1995,1996,1986,181,64,1,8,12,8,10,12,4,47,4,11,7,11,4,11,3,8,4,13,12,1,1,60,1,13,1,13,4,10
1996,1997,1990,168,55,20,2,14,2,4,3,5,58,6,2,9,2,6,3,8,1,7,31,6,1,9,30,0,0,2,6,1,10
1997,1998,1989,165,91,7,11,14,9,10,11,2,43,1,8,7,11,7,8,0,13,3,11,12,1,5,60,0,0,2,8,2,10
1998,1999,1972,176,62,4,4,14,12,7,6,4,42,3,6,5,7,8,7,6,7,4,23,7,0,0,0,1,5,1,7,3,10
1999,2000,1974,189,95,10,11,13,8,10,12,1,35,0,13,7,11,7,11,4,11,2,14,10,1,6,75,0,0,2,12,4,10
2000,2001,1974,148,62,18,11,14,2,4,14,5,79,9,1,7,2,10,3,9,3,4,30,6,1,2,75,0,0,1,10,1,15
2001,2002,1986,195,98,11,5,6,5,6,6,4,39,6,5,8,5,8,5,7,5,4,15,9,1,8,30,1,8,4,11,1,15
2002,2003,1989,159,65,3,4,14,5,6,6,3,61,6,5,10,5,4,6,3,5,2,27,8,1,2,90,0,0,5,9,1,10
2003,2004,1980,197,70,19,2,2,2,12,3,7,55,9,2,5,2,12,1,5,2,4,38,5,0,0,0,1,2,2,6,1,15
2004,2005,1993,147,66,3,10,10,8,9,11,2,47,1,11,4,11,5,11,2,11,2,10,10,0,0,0,1,14,5,14,4,20
2005,2006,1999,176,76,6,11,14,3,12,14,5,87,6,3,10,3,10,1,8,3,7,26,5,0,0,0,0,0,4,14,2,15
2006,2007,1991,160,63,2,7,13,12,10,13,1,27,1,8,5,11,6,11,3,8,4,21,10,1,8,75,0,0,1,13,2,5
2007,2008,1984,172,68,7,11,12,8,12,14,1,37,3,8,4,11,4,11,1,8,2,23,12,1,7,60,0,0,2,5,3,20
2008,2009,1993,157,55,6,2,1,2,12,3,5,98,9,3,12,1,9,1,7,1,7,35,5,0,0,0,0,0,1,13,2,15
2009,2010,1969,197,66,5,4,7,12,5,9,2,41,5,5,7,5,5,7,3,5,4,17,7,1,7,60,1,11,3,6,2,10
2010,2011,1988,152,70,13,4,14,12,5,14,5,59,5,5,6,5,7,7,4,6,4,28,8,1,10,60,1,10,2,5,3,15
2011,2012,1982,193,73,13,3,14,12,4,1,5,73,10,2,6,2,8,1,9,1,7,36,4,1,10,30,0,0,2,15,1,5
2012,2013,1999,160,52,5,11,2,3,3,5,5,57,5,2,11,1,6,2,5,2,4,37,4,0,0,0,1,1,4,14,2,5
2013,2014,1969,188,77,10,5,6,7,8,7,2,35,5,5,4,6,5,7,4,5,4,15,7,0,0,0,0,0,4,12,1,10
2014,2015,1982,191,52,16,1,14,3,4,1,5,44,6,1,9,3,8,3,6,3,6,21,5,0,0,0,0,0,3,11,1,15
2015,2016,2000,149,74,3,1,1,4,3,4,6,92,7,2,7,1,7,3,9,1,5,24,5,0,0,0,0,0,2,6,2,5
2016,2017,1977,183,97,7,11,12,11,9,14,4,22,3,8,5,11,2,11,2,11,2,15,12,0,0,0,0,0,5,11,2,15
2017,2018,1970,170,56,11,6,7,12,8,7,4,68,4,6,8,5,7,5,4,5,4,28,8,1,4,30,1,4,1,7,2,10
2018,2019,1971,167,87,4,5,6,12,7,7,4,51,7,7,5,6,8,6,6,5,4,17,9,1,2,45,0,0,2,15,3,10
2019,2020,1999,192,104,7,11,10,10,10,12,1,48,0,13,0,13,7,8,1,8,0,14,12,1,1,75,1,2,1,10,3,10
2020,2021,1985,163,67,10,11,14,12,10,12,2,37,5,8,0,13,2,11,0,13,2,14,10,1,1,75,0,0,5,11,2,5
2021,2022,1980,192,62,5,4,9,12,7,9,4,52,5,6,4,5,6,7,4,6,4,26,9,0,0,0,1,12,5,7,1,15
2022,2023,1989,198,107,1,7,11,12,9,10,2,35,3,8,6,11,5,11,5,11,3,16,10,1,10,30,1,12,3,15,3,15
2023,2024,1968,166,64,20,6,8,6,5,9,5,37,3,5,4,6,8,5,7,6,4,15,7,0,0,0,1,15,3,13,2,10
2024,2025,1978,142,92,18,4,7,7,7,14,4,35,3,5,10,5,6,6,5,7,3,27,8,1,1,60,1,12,4,7,1,15
2025,2026,1990,141,55,9,11,4,4,3,14,3,88,8,1,11,2,6,1,9,3,6,33,4,0,0,0,0,0,4,12,1,5
2026,2027,1975,168,59,9,5,6,5,5,7,3,57,3,6,3,7,6,6,3,7,5,29,9,1,10,30,1,6,5,6,2,20
2027,2028,1986,197,100,10,5,6,12,7,7,3,50,3,7,3,5,9,5,7,5,4,19,7,1,8,45,1,9,1,10,3,20
2028,2029,1975,146,109,1,11,11,10,10,13,4,14,2,8,3,11,4,11,2,8,0,16,10,0,0,0,0,0,1,12,2,20
2029,2030,1978,199,71,5,3,2,1,2,4,4,91,6,3,11,3,8,2,9,1,4,32,5,1,9,60,1,14,4,5,1,20
2030,2031,1999,165,83,12,11,7,7,6,7,2,44,4,6,8,6,10,7,6,6,5,25,8,1,5,75,1,7,3,8,3,15
2031,2032,1983,159,60,20,11,14,7,8,9,2,70,4,7,10,7,7,6,4,6,5,26,9,0,0,0,1,11,5,11,1,15
2032,2033,2000,193,85,4,10,12,11,10,10,1,33,3,8,4,11,3,11,1,8,2,25,12,0,0,0,0,0,5,9,4,20
2033,2034,1986,159,84,6,7,13,10,9,14,4,29,5,11,6,11,5,11,1,11,1,15,12,0,0,0,0,0,4,9,3,5
2034,2035,1984,166,65,1,7,10,10,11,14,1,29,3,11,7,11,6,11,5,11,0,20,10,1,9,45,1,6,1,5,4,10
2035,2036,1997,161,54,20,11,8,7,5,9,2,47,4,7,7,7,7,7,4,6,2,26,7,1,2,60,1,6,5,6,1,10
2036,2037,1985,148,56,5,2,4,12,3,4,3,53,10,1,11,3,11,2,5,3,7,33,5,0,0,0,0,0,3,5,2,20
2037,2038,2000,165,66,7,4,7,12,6,7,5,66,5,6,8,7,4,5,4,7,4,30,8,0,0,0,1,7,2,9,3,10
2038,2039,1976,168,75,19,5,7,5,8,14,3,40,5,5,6,5,7,6,4,6,3,17,7,1,4,90,1,6,2,15,1,5
2039,2040,1999,170,95,2,11,7,6,12,14,4,33,5,7,6,5,6,7,6,5,5,21,9,1,9,90,0,0,3,15,3,10
2040,2041,1986,168,95,20,6,6,5,6,8,3,43,6,5,8,6,7,6,4,5,5,27,8,1,4,30,0,0,4,12,3,5
2041,2042,1985,140,76,5,3,4,1,2,14,7,94,6,2,8,2,6,3,7,2,7,39,5,0,0,0,1,6,5,6,2,15
2042,2043,1992,145,75,10,6,6,7,8,6,3,54,4,7,9,6,7,5,6,5,2,29,8,1,4,90,0,0,3,6,1,15
2043,2044,1992,143,64,8,10,14,9,9,10,4,43,5,11,7,8,6,8,3,11,4,15,12,1,10,45,0,0,5,10,3,10
2044,2045,1997,182,73,4,10,10,8,12,12,2,12,1,8,4,8,3,11,4,8,3,11,10,1,1,45,1,4,1,8,2,20
2045,2046,2001,159,84,10,9,13,10,10,12,3,24,2,11,4,11,4,11,2,8,2,24,10,0,0,0,0,0,4,5,4,10
2046,2047,1976,190,61,3,3,4,2,3,2,6,59,6,2,11,3,12,1,9,3,5,37,4,0,0,0,1,15,3,13,2,15
2047,2048,1986,184,60,19,2,2,3,1,14,7,82,6,3,8,1,9,3,10,3,4,34,5,1,4,60,0,0,2,10,2,5
2048,2049,1982,140,69,13,4,7,7,8,6,4,65,4,5,3,7,4,6,7,7,2,29,9,1,3,45,0,0,2,12,1,5
2049,2050,1990,161,76,6,1,4,2,2,4,7,53,7,2,6,2,11,2,10,2,6,27,6,1,4,60,1,9,5,14,2,10
2050,2051,1969,159,56,8,1,4,1,3,1,6,72,7,1,9,2,7,3,10,3,6,38,6,0,0,0,1,15,2,14,2,5
2051,2052,1998,191,71,3,6,9,7,7,8,2,66,7,5,3,5,10,6,4,7,5,27,7,0,0,0,0,0,4,15,2,15
2052,2053,1981,148,92,6,11,9,5,12,9,3,68,5,7,6,6,6,5,4,5,4,21,8,0,0,0,1,15,1,8,3,10
2053,2054,1986,159,92,15,11,8,5,5,14,4,37,7,6,6,7,5,5,4,5,3,27,8,1,6,90,0,0,4,12,2,15
2054,2055,1987,153,71,7,5,8,7,5,7,5,55,6,7,8,6,8,7,3,6,4,19,7,0,0,0,1,7,1,13,1,10
2055,2056,1968,198,103,1,9,13,8,12,12,3,31,4,8,3,8,7,8,2,8,0,19,12,0,0,0,0,0,4,7,3,15
2056,2057,1973,169,73,10,10,12,11,9,10,1,18,4,11,2,8,6,8,5,11,3,21,12,1,1,75,0,0,4,13,4,5
2057,2058,1989,178,75,19,1,1,12,1,5,5,87,7,2,10,2,11,2,7,3,5,38,6,1,9,30,0,0,1,12,1,15
2058,2059,1974,157,90,1,11,14,11,9,12,3,24,3,11,6,11,5,8,5,11,2,15,10,1,8,75,0,0,2,15,2,20
2059,2060,1991,166,54,7,11,6,6,12,9,2,48,7,7,7,6,6,7,5,6,4,21,9,1,10,75,0,0,5,6,3,10
2060,2061,2001,177,61,7,11,10,11,9,10,3,11,4,8,3,8,5,11,4,11,4,25,10,1,7,90,0,0,5,6,3,20
2061,2062,2001,185,77,3,1,2,2,12,2,4,43,7,2,12,3,8,1,9,3,4,39,6,0,0,0,1,1,5,11,2,15
2062,2063,2001,159,85,4,7,12,10,12,12,4,10,4,8,1,8,5,8,0,13,3,20,10,0,0,0,1,1,5,14,4,15
2063,2064,1981,145,50,16,6,6,5,6,8,2,60,7,5,9,7,10,7,5,5,2,22,9,0,0,0,1,3,4,11,1,15
2064,2065,1996,194,58,9,6,9,7,5,9,5,50,4,7,7,7,6,6,6,7,5,21,7,0,0,0,1,15,4,9,3,15
2065,2066,1997,152,78,14,1,2,4,2,4,5,91,9,2,6,1,11,1,8,2,5,39,5,1,9,90,1,2,4,9,2,10
2066,2067,1969,194,77,8,11,13,10,10,14,1,48,5,11,2,11,4,11,3,11,3,10,10,1,10,60,1,15,5,14,4,10
2067,2068,1992,162,51,18,11,2,1,4,4,3,90,7,3,7,3,10,2,10,2,4,23,5,1,2,75,1,12,3,8,1,5
