"Sygnatura czasowa","Proszę podać rok urodzenia","Proszę podać swój wzrost (w centymetrach)","Proszę podać swoją wagę (w kilogramach)","Od ilu lat regularnie biegasz?","W jakim zakresie jest Twój najlepszy czas na 1km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 5km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 10km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 21,0975km - Półmaraton? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 42,195km - Maraton? (HH:MM:SS)","Ile treningów biegowych wykonujesz średnio w ciągu tygodnia?","Ile kilometrów pokonujesz średnio podczas treningów biegowych w ciągu tygodnia?","Ile razy w ciągu miesiąca wykonujesz trening szybkości?","W jakim zakresie tempa wykonujesz trening szybkości? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz trening progowy?","W jakim zakresie tempa wykonujesz trening progowy? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz trening interwałowy?","W jakim zakresie tempa wykonujesz trening interwałowy? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz podbiegi?","W jakim zakresie tempa wykonujesz podbiegi? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz wybieganie?","Jaka jest średnia ilość kilometrów wykonywana podczas jednego wybiegania?","W jakim zakresie tempa wykonujesz wybieganie? (w minutach na kilometr)","Czy wykonujesz treningi inne niż biegowe?","Jakie typy treningów, poza biegowymi, wykonujesz?","Ile razy w ciągu miesiąca wykonujesz powyższe treningi? (sumarycznie)","Ile minut średnio trwa pojedynczy trening?","Czy wykonujesz aktywności związane z odnową biologiczną?","Jakie aktywności związane z odnową biologiczną wykonujesz?","Ile razy w ciągu miesiąca wykonujesz powyższe aktywności? (sumarycznie)","Ile razy w ciągu roku stosujesz roztrenowanie?","Jaki jest Twój średni czas trwania roztrenowania? (w dniach)","Czy stosujesz rozgrzewkę przed treningiem biegowym?","Jaki jest średni czas trwania rozgrzewki? (w minutach)"
"2022/01/26 11:39:01 AM CET","1968","198","103","1","od 00:06:31 do 00:07:00","od 00:37:01 i powyżej","od 01:05:01 do 01:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:55:01 do 05:10:00","3","31","4","od 00:05:31 do 00:06:00","3","od 00:05:31 do 00:06:00","7","od 00:05:31 do 00:06:00","2","od 00:05:31 do 00:06:00","0","19","od 00:07:01 i powyżej","Nie","","","","Nie","","","4","7","Czasem","15"
"2022/01/26 11:39:04 AM CET","1973","169","73","10","od 00:07:01 i powyżej","od 00:35:01 do 00:37:00","od 01:20:01 i powyżej","od 02:20:01 do 02:30:00","od 04:25:01 do 04:40:00","1","18","4","od 00:06:01 i powyżej","2","od 00:05:31 do 00:06:00","6","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","3","21","od 00:07:01 i powyżej","Tak","Taniec/Zumba/Pole Dance;Pilates;Sztuki walki","1","75","Nie","","","4","13","Nigdy","5"
"2022/01/26 11:39:06 AM CET","1989","178","75","19","od 00:02:30 do 00:03:00","od 00:13:00 do 00:15:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:00:00 do 01:10:00","od 03:10:01 do 03:25:00","5","87","7","od 00:02:31 do 00:03:00","10","od 00:02:31 do 00:03:00","11","od 00:02:31 do 00:03:00","7","od 00:03:01 do 00:03:30","5","38","od 00:04:31 do 00:05:00","Tak","Trening siłowy","9","30","Nie","","","1","12","Zawsze","15"
"2022/01/26 11:39:08 AM CET","1974","157","90","1","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:20:01 i powyżej","od 02:20:01 do 02:30:00","od 04:55:01 do 05:10:00","3","24","3","od 00:06:01 i powyżej","6","od 00:06:01 i powyżej","5","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","2","15","od 00:06:31 do 00:07:00","Tak","Pilates","8","75","Nie","","","2","15","Regularnie","20"
"2022/01/26 11:39:11 AM CET","1991","166","54","7","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:23:01 do 00:25:00","od 00:55:01 do 01:00:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:10:01 do 04:25:00","2","48","7","od 00:05:01 do 00:05:30","7","od 00:04:31 do 00:05:00","6","od 00:05:01 do 00:05:30","5","od 00:04:31 do 00:05:00","4","21","od 00:06:01 do 00:06:30","Tak","Pilates;Taniec/Zumba/Pole Dance;Sztuki walki","10","75","Nie","","","5","6","Czasem","10"
"2022/01/26 11:39:13 AM CET","2001","177","61","7","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:31:01 do 00:33:00","od 01:20:01 i powyżej","od 02:20:01 do 02:30:00","od 04:25:01 do 04:40:00","3","11","4","od 00:05:31 do 00:06:00","3","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","4","25","od 00:06:31 do 00:07:00","Tak","Rower","7","90","Nie","","","5","6","Czasem","20"
"2022/01/26 11:39:15 AM CET","2001","185","77","3","od 00:02:30 do 00:03:00","od 00:15:01 do 00:17:00","od 00:35:01 do 00:40:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:25:01 do 02:40:00","4","43","7","od 00:02:31 do 00:03:00","12","od 00:03:01 do 00:03:30","8","od 00:02:00 do 00:02:30","9","od 00:03:01 do 00:03:30","4","39","od 00:04:31 do 00:05:00","Nie","","","","Tak","Sauna;Rozciąganie/Joga","1","5","11","Regularnie","15"
"2022/01/26 11:39:17 AM CET","2001","159","85","4","od 00:05:31 do 00:06:00","od 00:35:01 do 00:37:00","od 01:15:01 do 01:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:55:01 do 05:10:00","4","10","4","od 00:05:31 do 00:06:00","1","od 00:05:31 do 00:06:00","5","od 00:05:31 do 00:06:00","0","Nie wykonuję takich treningów","3","20","od 00:06:31 do 00:07:00","Nie","","","","Tak","Sauna;Rolowanie","1","5","14","Nigdy","15"
"2022/01/26 11:39:20 AM CET","1981","145","50","16","od 00:05:01 do 00:05:30","od 00:23:01 do 00:25:00","od 00:50:01 do 00:55:00","od 01:50:01 do 02:00:00","od 03:55:01 do 04:10:00","2","60","7","od 00:04:01 do 00:04:30","9","od 00:05:01 do 00:05:30","10","od 00:05:01 do 00:05:30","5","od 00:04:01 do 00:04:30","2","22","od 00:06:01 do 00:06:30","Nie","","","","Tak","Masaż;Rolowanie;Sauna","3","4","11","Zawsze","15"
"2022/01/26 11:39:22 AM CET","1996","194","58","9","od 00:05:01 do 00:05:30","od 00:29:01 do 00:31:00","od 01:00:01 do 01:05:00","od 01:40:01 do 01:50:00","od 04:10:01 do 04:25:00","5","50","4","od 00:05:01 do 00:05:30","7","od 00:05:01 do 00:05:30","6","od 00:04:31 do 00:05:00","6","od 00:05:01 do 00:05:30","5","21","od 00:05:01 do 00:05:30","Nie","","","","Tak","Rozciąganie/Joga;Sauna;Masaż","15","4","9","Czasem","15"
"2022/01/26 11:39:24 AM CET","1997","152","78","14","od 00:02:30 do 00:03:00","od 00:15:01 do 00:17:00","od 00:45:01 do 00:50:00","od 01:10:01 do 01:20:00","od 02:55:01 do 03:10:00","5","91","9","od 00:02:31 do 00:03:00","6","od 00:02:00 do 00:02:30","11","od 00:02:00 do 00:02:30","8","od 00:02:31 do 00:03:00","5","39","od 00:04:01 do 00:04:30","Tak","Sztuki walki","9","90","Tak","Rozciąganie/Joga;Masaż","2","4","9","Regularnie","10"
"2022/01/26 11:39:26 AM CET","1969","194","77","8","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:37:01 i powyżej","od 01:15:01 do 01:20:00","od 02:30:01 do 02:40:00","Nigdy nie biegłam/nie biegłem takiego dystansu","1","48","5","od 00:06:01 i powyżej","2","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","3","od 00:06:01 i powyżej","3","10","od 00:06:31 do 00:07:00","Tak","Pływanie;Pilates","10","60","Tak","Rolowanie;Sauna","15","5","14","Nigdy","10"
"2022/01/26 11:39:28 AM CET","1992","162","51","18","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:15:01 do 00:17:00","od 00:30:00 do 00:35:00","od 01:30:01 do 01:40:00","od 02:55:01 do 03:10:00","3","90","7","od 00:03:01 do 00:03:30","7","od 00:03:01 do 00:03:30","10","od 00:02:31 do 00:03:00","10","od 00:02:31 do 00:03:00","4","23","od 00:04:01 do 00:04:30","Tak","Crossfit/HIIT;Taniec/Zumba/Pole Dance","2","75","Tak","Masaż;Rolowanie;Sauna","12","3","8","Zawsze","5"
"2022/01/26 11:39:31 AM CET","1993","193","55","5","od 00:02:30 do 00:03:00","od 00:15:01 do 00:17:00","od 00:40:01 do 00:45:00","od 01:20:01 do 01:30:00","od 02:40:01 do 02:55:00","7","57","6","od 00:02:31 do 00:03:00","5","od 00:03:01 do 00:03:30","8","od 00:02:00 do 00:02:30","7","od 00:03:01 do 00:03:30","4","35","od 00:04:31 do 00:05:00","Tak","Sztuki walki;Trening siłowy;Taniec/Zumba/Pole Dance","4","45","Tak","Rozciąganie/Joga;Rolowanie;Masaż","4","4","8","Regularnie","20"
"2022/01/26 11:39:33 AM CET","1987","174","76","1","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:33:01 do 00:35:00","od 01:10:01 do 01:15:00","od 02:30:01 do 02:40:00","od 04:40:01 do 04:55:00","4","22","1","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","5","od 00:06:01 i powyżej","0","Nie wykonuję takich treningów","2","25","od 00:06:31 do 00:07:00","Nie","","","","Nie","","","2","12","Czasem","5"
"2022/01/26 11:39:35 AM CET","1994","142","101","1","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:31:01 do 00:33:00","od 01:10:01 do 01:15:00","od 02:40:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","3","38","1","od 00:05:31 do 00:06:00","1","od 00:06:01 i powyżej","5","od 00:05:31 do 00:06:00","2","od 00:05:31 do 00:06:00","4","20","od 00:07:01 i powyżej","Tak","Pilates;Rower;Trening siłowy","4","75","Tak","Rozciąganie/Joga;Sauna;Rolowanie","6","5","5","Czasem","20"
"2022/01/26 11:39:37 AM CET","2002","188","87","5","od 00:07:01 i powyżej","od 00:37:01 i powyżej","od 01:15:01 do 01:20:00","od 02:40:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","1","17","4","od 00:05:31 do 00:06:00","5","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","5","od 00:05:31 do 00:06:00","0","24","od 00:07:01 i powyżej","Tak","Crossfit/HIIT;Taniec/Zumba/Pole Dance;Pływanie","7","90","Nie","","","2","15","Nigdy","15"
"2022/01/26 11:39:40 AM CET","1994","148","90","0","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:10:01 do 01:15:00","od 02:20:01 do 02:30:00","od 04:55:01 do 05:10:00","2","40","1","od 00:06:01 i powyżej","1","od 00:05:31 do 00:06:00","4","od 00:06:01 i powyżej","5","od 00:06:01 i powyżej","4","19","od 00:07:01 i powyżej","Nie","","","","Nie","","","4","15","Czasem","10"
"2022/01/26 11:39:42 AM CET","1992","200","93","3","od 00:07:01 i powyżej","od 00:37:01 i powyżej","od 01:10:01 do 01:15:00","od 02:20:01 do 02:30:00","od 04:55:01 do 05:10:00","1","19","3","od 00:06:01 i powyżej","3","od 00:06:01 i powyżej","2","od 00:06:01 i powyżej","2","od 00:05:31 do 00:06:00","1","21","od 00:07:01 i powyżej","Tak","Rower","2","30","Nie","","","2","7","Czasem","15"
"2022/01/26 11:39:44 AM CET","1984","176","67","9","od 00:04:31 do 00:05:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:50:01 do 00:55:00","od 02:10:01 do 02:20:00","od 03:25:01 do 03:40:00","5","42","4","od 00:04:31 do 00:05:00","5","od 00:05:01 do 00:05:30","10","od 00:04:31 do 00:05:00","6","od 00:05:01 do 00:05:30","5","16","od 00:06:01 do 00:06:30","Tak","Rower;Taniec/Zumba/Pole Dance;Pływanie","1","45","Tak","Sauna;Rolowanie","2","4","15","Zawsze","20"
"2022/01/26 11:39:46 AM CET","1988","169","75","5","od 00:04:31 do 00:05:00","od 00:25:01 do 00:27:00","od 00:55:01 do 01:00:00","od 01:50:01 do 02:00:00","Nigdy nie biegłam/nie biegłem takiego dystansu","2","33","3","od 00:04:31 do 00:05:00","6","od 00:04:01 do 00:04:30","6","od 00:04:01 do 00:04:30","7","od 00:04:31 do 00:05:00","2","18","od 00:05:31 do 00:06:00","Tak","Taniec/Zumba/Pole Dance;Rower","4","90","Tak","Sauna;Rolowanie","8","2","14","Zawsze","5"
"2022/01/26 11:39:48 AM CET","1984","170","66","6","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:35:01 do 00:37:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:25:01 do 04:40:00","2","36","0","Nie wykonuję takich treningów","6","od 00:06:01 i powyżej","2","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","2","15","od 00:07:01 i powyżej","Tak","Taniec/Zumba/Pole Dance;Pływanie","7","90","Nie","","","1","12","Regularnie","15"
"2022/01/26 11:39:51 AM CET","1972","184","74","16","od 00:03:01 do 00:03:30","od 00:13:00 do 00:15:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:30:01 do 01:40:00","od 02:40:01 do 02:55:00","3","88","10","od 00:02:31 do 00:03:00","10","od 00:02:00 do 00:02:30","11","od 00:03:01 do 00:03:30","7","od 00:02:31 do 00:03:00","6","20","od 00:03:31 do 00:04:00","Nie","","","","Nie","","","5","14","Zawsze","20"
"2022/01/26 11:39:53 AM CET","1980","150","88","6","od 00:06:01 do 00:06:30","od 00:33:01 do 00:35:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:40:01 i powyżej","od 04:25:01 do 04:40:00","4","21","2","od 00:06:01 i powyżej","7","od 00:05:31 do 00:06:00","3","od 00:05:31 do 00:06:00","0","Nie wykonuję takich treningów","2","19","od 00:06:31 do 00:07:00","Tak","Crossfit/HIIT","8","60","Tak","Rozciąganie/Joga","9","2","10","Czasem","10"
"2022/01/26 11:39:55 AM CET","2001","159","65","2","od 00:06:01 do 00:06:30","od 00:37:01 i powyżej","od 01:10:01 do 01:15:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:40:01 do 04:55:00","2","24","0","Nie wykonuję takich treningów","3","od 00:06:01 i powyżej","5","od 00:05:31 do 00:06:00","3","od 00:05:31 do 00:06:00","4","10","od 00:07:01 i powyżej","Tak","Rower;Trening siłowy;Taniec/Zumba/Pole Dance","7","90","Tak","Sauna;Masaż;Rolowanie","11","5","14","Nigdy","5"
"2022/01/26 11:39:58 AM CET","1971","176","58","0","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:25:01 do 00:27:00","od 00:50:01 do 00:55:00","od 01:50:01 do 02:00:00","od 04:10:01 do 04:25:00","3","70","7","od 00:05:01 do 00:05:30","8","od 00:05:01 do 00:05:30","6","od 00:05:01 do 00:05:30","6","od 00:04:31 do 00:05:00","5","27","od 00:05:01 do 00:05:30","Nie","","","","Tak","Rolowanie","7","1","15","Czasem","10"
"2022/01/26 11:40:00 AM CET","2001","195","106","8","od 00:06:01 do 00:06:30","od 00:37:01 i powyżej","od 01:15:01 do 01:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 05:10:01 i powyżej","4","19","0","Nie wykonuję takich treningów","6","od 00:06:01 i powyżej","5","od 00:06:01 i powyżej","3","od 00:05:31 do 00:06:00","3","12","od 00:07:01 i powyżej","Tak","Trening siłowy;Crossfit/HIIT","1","45","Nie","","","1","10","Regularnie","5"
"2022/01/26 11:40:02 AM CET","1997","176","73","1","od 00:06:31 do 00:07:00","od 00:35:01 do 00:37:00","od 01:05:01 do 01:10:00","od 02:20:01 do 02:30:00","od 04:55:01 do 05:10:00","4","13","5","od 00:06:01 i powyżej","2","od 00:06:01 i powyżej","2","od 00:06:01 i powyżej","1","od 00:06:01 i powyżej","3","23","od 00:06:31 do 00:07:00","Nie","","","","Tak","Rozciąganie/Joga","1","5","15","Regularnie","20"
"2022/01/26 11:40:04 AM CET","1989","179","70","11","od 00:03:01 do 00:03:30","od 00:19:01 do 00:21:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:10:01 do 01:20:00","od 02:25:01 do 02:40:00","5","87","9","od 00:02:31 do 00:03:00","12","od 00:02:31 do 00:03:00","6","od 00:02:00 do 00:02:30","5","od 00:02:31 do 00:03:00","5","25","od 00:03:31 do 00:04:00","Nie","","","","Nie","","","4","15","Zawsze","15"
"2022/01/26 11:40:07 AM CET","1969","173","99","17","od 00:04:01 do 00:04:30","od 00:25:01 do 00:27:00","od 00:50:01 do 00:55:00","od 02:10:01 do 02:20:00","od 03:55:01 do 04:10:00","4","52","3","od 00:04:31 do 00:05:00","5","od 00:04:31 do 00:05:00","8","od 00:04:01 do 00:04:30","7","od 00:04:01 do 00:04:30","4","30","od 00:05:01 do 00:05:30","Tak","Trening siłowy","3","90","Tak","Sauna","12","3","13","Regularnie","15"
"2022/01/26 11:40:09 AM CET","1987","142","84","1","od 00:06:01 do 00:06:30","od 00:31:01 do 00:33:00","od 01:05:01 do 01:10:00","od 02:20:01 do 02:30:00","od 04:40:01 do 04:55:00","2","18","4","od 00:05:31 do 00:06:00","1","od 00:05:31 do 00:06:00","2","od 00:05:31 do 00:06:00","2","od 00:06:01 i powyżej","0","12","od 00:07:01 i powyżej","Tak","Trening siłowy;Crossfit/HIIT","9","75","Tak","Sauna","2","5","10","Regularnie","10"
"2022/01/26 11:40:11 AM CET","1993","181","58","5","od 00:04:01 do 00:04:30","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:10:01 do 02:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","3","67","5","od 00:05:01 do 00:05:30","4","od 00:04:31 do 00:05:00","4","od 00:04:01 do 00:04:30","6","od 00:04:31 do 00:05:00","2","19","od 00:06:01 do 00:06:30","Tak","Trening siłowy;Pilates;Crossfit/HIIT","7","30","Nie","","","1","6","Zawsze","10"
"2022/01/26 11:40:13 AM CET","2001","150","91","17","od 00:04:01 do 00:04:30","od 00:27:01 do 00:29:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:00:01 do 02:10:00","od 03:40:01 do 03:55:00","4","52","5","od 00:04:01 do 00:04:30","8","od 00:04:31 do 00:05:00","10","od 00:05:01 do 00:05:30","5","od 00:04:31 do 00:05:00","2","30","od 00:06:01 do 00:06:30","Tak","Pływanie;Trening siłowy","6","30","Tak","Rozciąganie/Joga;Sauna","10","5","15","Regularnie","5"
"2022/01/26 11:40:16 AM CET","1979","170","68","10","od 00:04:31 do 00:05:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:00:01 do 01:05:00","od 01:50:01 do 02:00:00","od 03:25:01 do 03:40:00","4","45","3","od 00:04:01 do 00:04:30","4","od 00:05:01 do 00:05:30","9","od 00:05:01 do 00:05:30","6","od 00:04:31 do 00:05:00","4","22","od 00:05:31 do 00:06:00","Nie","","","","Nie","","","3","6","Zawsze","20"
"2022/01/26 11:40:18 AM CET","1987","190","75","14","od 00:02:30 do 00:03:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:40:01 do 00:45:00","od 01:10:01 do 01:20:00","od 02:55:01 do 03:10:00","3","98","6","od 00:02:31 do 00:03:00","6","od 00:03:01 do 00:03:30","12","od 00:02:00 do 00:02:30","9","od 00:02:31 do 00:03:00","6","25","od 00:04:31 do 00:05:00","Tak","Crossfit/HIIT","2","75","Nie","","","5","12","Regularnie","15"
"2022/01/26 11:40:20 AM CET","1987","174","102","5","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:37:01 i powyżej","od 01:10:01 do 01:15:00","od 02:20:01 do 02:30:00","Nigdy nie biegłam/nie biegłem takiego dystansu","4","26","1","od 00:05:31 do 00:06:00","4","od 00:06:01 i powyżej","5","od 00:06:01 i powyżej","2","od 00:06:01 i powyżej","2","19","od 00:06:31 do 00:07:00","Nie","","","","Tak","Rolowanie;Sauna","12","3","5","Nigdy","5"
"2022/01/26 11:40:22 AM CET","1979","187","78","15","od 00:02:30 do 00:03:00","od 00:15:01 do 00:17:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:00:00 do 01:10:00","od 03:10:01 do 03:25:00","7","81","10","od 00:02:31 do 00:03:00","11","od 00:02:31 do 00:03:00","7","od 00:02:00 do 00:02:30","7","od 00:03:01 do 00:03:30","5","40","od 00:03:31 do 00:04:00","Nie","","","","Nie","","","5","10","Zawsze","15"
"2022/01/26 11:40:25 AM CET","1970","156","88","6","od 00:05:31 do 00:06:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:15:01 do 01:20:00","od 02:40:01 i powyżej","od 04:55:01 do 05:10:00","4","20","2","od 00:06:01 i powyżej","0","Nie wykonuję takich treningów","4","od 00:05:31 do 00:06:00","4","od 00:06:01 i powyżej","1","23","od 00:07:01 i powyżej","Nie","","","","Nie","","","3","10","Nigdy","5"
"2022/01/26 11:40:27 AM CET","1982","195","69","18","od 00:03:01 do 00:03:30","od 00:13:00 do 00:15:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:20:01 do 01:30:00","od 02:10:00 do 02:25:00","4","69","8","od 00:02:00 do 00:02:30","9","od 00:03:01 do 00:03:30","6","od 00:03:01 do 00:03:30","7","od 00:03:01 do 00:03:30","5","34","od 00:03:31 do 00:04:00","Nie","","","","Tak","Masaż;Rozciąganie/Joga","13","1","13","Zawsze","20"
"2022/01/26 11:40:29 AM CET","1973","188","74","13","od 00:03:31 do 00:04:00","od 00:19:01 do 00:21:00","od 00:35:01 do 00:40:00","od 01:10:01 do 01:20:00","od 02:10:00 do 02:25:00","3","81","9","od 00:02:00 do 00:02:30","5","od 00:02:00 do 00:02:30","11","od 00:02:31 do 00:03:00","8","od 00:03:01 do 00:03:30","7","20","od 00:04:31 do 00:05:00","Nie","","","","Tak","Masaż;Rolowanie;Sauna","6","1","8","Regularnie","10"
"2022/01/26 11:40:32 AM CET","1976","175","90","1","od 00:04:31 do 00:05:00","od 00:23:01 do 00:25:00","od 00:55:01 do 01:00:00","od 02:00:01 do 02:10:00","od 04:10:01 do 04:25:00","3","48","4","od 00:04:31 do 00:05:00","6","od 00:04:01 do 00:04:30","5","od 00:05:01 do 00:05:30","5","od 00:04:31 do 00:05:00","2","28","od 00:05:31 do 00:06:00","Nie","","","","Nie","","","2","6","Czasem","15"
"2022/01/26 11:40:34 AM CET","2000","183","61","20","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:25:01 do 00:27:00","od 01:00:01 do 01:05:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 03:25:01 do 03:40:00","4","62","6","od 00:04:31 do 00:05:00","7","od 00:04:31 do 00:05:00","9","od 00:04:01 do 00:04:30","5","od 00:04:01 do 00:04:30","4","16","od 00:06:01 do 00:06:30","Nie","","","","Nie","","","4","13","Regularnie","10"
"2022/01/26 11:40:36 AM CET","1973","184","78","8","od 00:06:01 do 00:06:30","od 00:35:01 do 00:37:00","od 01:20:01 i powyżej","od 02:40:01 i powyżej","od 05:10:01 i powyżej","3","12","0","Nie wykonuję takich treningów","4","od 00:05:31 do 00:06:00","6","od 00:06:01 i powyżej","5","od 00:06:01 i powyżej","2","18","od 00:06:31 do 00:07:00","Tak","Rower","8","90","Tak","Sauna;Masaż","3","2","13","Regularnie","20"
"2022/01/26 11:40:38 AM CET","1997","176","68","13","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:25:01 do 00:27:00","od 00:50:01 do 00:55:00","od 01:50:01 do 02:00:00","od 03:40:01 do 03:55:00","2","35","5","od 00:04:31 do 00:05:00","6","od 00:05:01 do 00:05:30","9","od 00:04:01 do 00:04:30","3","od 00:05:01 do 00:05:30","2","21","od 00:06:01 do 00:06:30","Nie","","","","Nie","","","2","11","Regularnie","20"
"2022/01/26 11:40:41 AM CET","1981","167","60","8","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:29:01 do 00:31:00","od 01:00:01 do 01:05:00","od 02:00:01 do 02:10:00","od 03:55:01 do 04:10:00","4","52","7","od 00:04:01 do 00:04:30","7","od 00:05:01 do 00:05:30","5","od 00:04:31 do 00:05:00","6","od 00:04:31 do 00:05:00","4","29","od 00:05:01 do 00:05:30","Nie","","","","Nie","","","3","13","Czasem","20"
"2022/01/26 11:40:43 AM CET","1971","155","85","6","od 00:05:31 do 00:06:00","od 00:37:01 i powyżej","od 01:05:01 do 01:10:00","od 02:40:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","4","23","0","Nie wykonuję takich treningów","5","od 00:06:01 i powyżej","7","od 00:06:01 i powyżej","3","od 00:06:01 i powyżej","3","19","od 00:06:31 do 00:07:00","Nie","","","","Tak","Rolowanie","8","2","15","Czasem","5"
"2022/01/26 11:40:45 AM CET","1982","166","68","6","od 00:07:01 i powyżej","od 00:31:01 do 00:33:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:20:01 do 02:30:00","od 04:25:01 do 04:40:00","3","21","0","Nie wykonuję takich treningów","4","od 00:05:31 do 00:06:00","4","od 00:06:01 i powyżej","1","od 00:06:01 i powyżej","4","12","od 00:07:01 i powyżej","Tak","Rower;Trening siłowy","6","45","Nie","","","4","5","Czasem","5"
"2022/01/26 11:40:47 AM CET","1977","180","61","4","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:15:01 do 01:20:00","od 02:40:01 i powyżej","od 04:40:01 do 04:55:00","4","39","5","od 00:06:01 i powyżej","0","Nie wykonuję takich treningów","4","od 00:05:31 do 00:06:00","1","od 00:05:31 do 00:06:00","3","17","od 00:07:01 i powyżej","Tak","Sztuki walki","6","60","Tak","Masaż;Rolowanie;Rozciąganie/Joga","2","3","5","Nigdy","20"
"2022/01/26 11:40:49 AM CET","2000","192","101","4","od 00:06:01 do 00:06:30","od 00:35:01 do 00:37:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:20:01 do 02:30:00","Nigdy nie biegłam/nie biegłem takiego dystansu","4","20","1","od 00:06:01 i powyżej","5","od 00:06:01 i powyżej","5","od 00:05:31 do 00:06:00","0","Nie wykonuję takich treningów","0","20","od 00:07:01 i powyżej","Tak","Trening siłowy","3","90","Nie","","","5","10","Nigdy","15"
"2022/01/26 11:40:52 AM CET","1976","195","60","3","od 00:05:31 do 00:06:00","od 00:37:01 i powyżej","od 01:05:01 do 01:10:00","od 02:40:01 i powyżej","od 05:10:01 i powyżej","2","25","5","od 00:06:01 i powyżej","5","od 00:06:01 i powyżej","5","od 00:06:01 i powyżej","3","od 00:06:01 i powyżej","0","24","od 00:06:31 do 00:07:00","Tak","Taniec/Zumba/Pole Dance;Rower;Pływanie","5","60","Tak","Sauna","2","1","7","Czasem","20"
